,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
290588,2023-07-19 00:00:00+00:00,12.9,13.1,8.9,10.2,211800,0.0,0.0,-0.08,-0.15,-87.5,,,,5141709.0,-2.3,8725000.0,,623000.0,623000.0,,5141709.0,-2.3,-12005000.0,-7663000.0,-7040000.0,,,,,,-497000.0,9925000.0,6124000.0,,,4338000.0,4338000.0,,,,-12005000.0,-12005000.0,-12005000.0,,,-12005000.0,-12005000.0,,-12005000.0,-4338000.0,-4338000.0,-6543000.0,-11706800.0,11765000.0,-5641000.0,14849000.0,7044000.0,-2022000.0,-1525000.0,,,,,,-12001000.0,,8726000.0,622000.0,,,1184000.0,,2881000.0,,33000.0,9958000.0,0.0,-198800.0,4000.0,0.4,20490000.0,-5641000.0,,-497000.0,-497000.0,,14849000.0,RVYL,17.0,18175860.0,22.0,20.56,0.0,31.51,17.5,8.0,8.9,-31.01,0.0,35.66,71.57,-7.84
290623,2023-10-27 00:00:00+00:00,2.09,2.1,1.84,1.96,42600,0.0,0.0,-0.07,-0.23,-228.57,,,,5141709.0,-2.3,8725000.0,,623000.0,623000.0,,5141709.0,-2.3,-12005000.0,-7663000.0,-7040000.0,,,,,,-497000.0,9925000.0,6124000.0,,,4338000.0,4338000.0,,,,-12005000.0,-12005000.0,-12005000.0,,,-12005000.0,-12005000.0,,-12005000.0,-4338000.0,-4338000.0,-6543000.0,-11706800.0,11765000.0,-5641000.0,14849000.0,7044000.0,-2022000.0,-1525000.0,,,,,,-12001000.0,,8726000.0,622000.0,,,1184000.0,,2881000.0,,33000.0,9958000.0,0.0,-198800.0,4000.0,0.4,20490000.0,-5641000.0,,-497000.0,-497000.0,,14849000.0,RVYL,17.0,18175860.0,22.0,19.43,0.0,31.51,4.72,18.0,1.61,-22.97,-12.5,125.84,140.82,77.04
291013,2023-07-12 00:00:00+00:00,14.67,14.99,10.13,12.08,80150700,0.0,0.0,-0.35,-0.34,2.3,,,,201415475.0,-0.38,9382000.0,,,,,201415475.0,-0.38,-76726000.0,-81715000.0,-81715000.0,,,,,,,28290000.0,1634000.0,,,26000.0,26000.0,4957000.0,4957000.0,,-76726000.0,-76726000.0,-76726000.0,,,-76726000.0,-76726000.0,,-76726000.0,4931000.0,4931000.0,-81715000.0,-76726000.0,83349000.0,-81715000.0,11016000.0,28290000.0,4989000.0,4989000.0,-1000.0,,,,,-76726000.0,,9382000.0,5543000.0,,,55060000.0,,,,,28290000.0,0.0,0.0,,0.0,92731000.0,-81715000.0,,0.0,0.0,,11016000.0,RXRX,298.0,1515428480.0,291.0,116.37,0.0,-9.21,16.75,5.0,10.13,-30.95,0.0,14.14,38.62,-17.38
291138,2023-08-08 00:00:00+00:00,32.0,33.05,29.22,29.63,1007500,0.0,0.0,-0.47,-0.39,17.02,,,,34498265.0,-0.4,8795000.0,,,,,34498265.0,-0.4,-13804000.0,-12210000.0,-11180000.0,,,,,,,,12015000.0,,,1568000.0,1568000.0,1777000.0,1777000.0,,-13804000.0,-13804000.0,-13804000.0,,,-13804000.0,-13804000.0,,-13804000.0,209000.0,209000.0,-10818000.0,-13586800.0,25640000.0,-13625000.0,20810000.0,,-362000.0,,,362000.0,,,,-13778000.0,,8795000.0,1030000.0,,,7401000.0,,,,,18239000.0,-362000.0,-144800.0,26000.0,0.4,34435000.0,-13625000.0,,-362000.0,-362000.0,,20810000.0,RXST,186.0,1061485570.0,132.0,10.96,0.0,18.99,33.05,0.0,29.22,-8.69,0.0,3.28,11.54,0.3
291197,2023-02-23 00:00:00+00:00,2.98,3.12,2.63,2.67,2078100,0.0,0.0,0.05,0.06,20.87,,,,210800000.0,-2.43,580500000.0,,,,,210800000.0,-2.43,-511700000.0,-482800000.0,-370800000.0,,,,,0.0,-100000.0,,207100000.0,463900000.0,,52300000.0,52300000.0,,,,-511700000.0,-511700000.0,-511700000.0,,,-511700000.0,-511700000.0,,-511700000.0,-52300000.0,-52300000.0,93200000.0,-213812000.0,219900000.0,-12800000.0,787600000.0,,-470000000.0,-6000000.0,,,,,,-535100000.0,,580500000.0,112000000.0,,,,,,,,219900000.0,-463900000.0,-166112000.0,-23400000.0,0.36,800400000.0,-476700000.0,,-464000000.0,-464000000.0,,787600000.0,RXT,,,,12.88,0.0,,3.12,0.0,2.63,-11.74,0.0,4.7,16.85,-34.08
291241,2023-08-09 00:00:00+00:00,2.5,2.6,2.22,2.42,2834100,0.0,0.0,-0.08,-0.06,23.51,,,,215100000.0,-0.13,593200000.0,,,,,215100000.0,-0.13,-27200000.0,31400000.0,156500000.0,,,,,0.0,100000.0,,153100000.0,0.0,,57300000.0,57300000.0,,,,-27200000.0,-27200000.0,-27200000.0,,,-27200000.0,-27200000.0,,-27200000.0,-57300000.0,-57300000.0,61500000.0,-102250000.0,216900000.0,-63800000.0,746300000.0,,95200000.0,200000.0,,-94900000.0,,,,-25900000.0,,593200000.0,125100000.0,,,,,,,,216900000.0,94900000.0,19950000.0,1300000.0,0.21,810100000.0,-63800000.0,,95000000.0,95000000.0,,746300000.0,RXT,221.0,272671552.0,257.0,10.62,0.0,-1.63,2.66,17.0,2.09,-16.6,-6.29,6.4,9.92,-22.52
291249,2023-09-19 00:00:00+00:00,1.66,2.1,1.6,2.01,18089300,0.0,0.0,-0.08,-0.06,23.51,,,,215100000.0,-0.13,593200000.0,,,,,215100000.0,-0.13,-27200000.0,31400000.0,156500000.0,,,,,0.0,100000.0,,153100000.0,0.0,,57300000.0,57300000.0,,,,-27200000.0,-27200000.0,-27200000.0,,,-27200000.0,-27200000.0,,-27200000.0,-57300000.0,-57300000.0,61500000.0,-102250000.0,216900000.0,-63800000.0,746300000.0,,95200000.0,200000.0,,-94900000.0,,,,-25900000.0,,593200000.0,125100000.0,,,,,,,,216900000.0,94900000.0,19950000.0,1300000.0,0.21,810100000.0,-63800000.0,,95000000.0,95000000.0,,746300000.0,RXT,221.0,272671552.0,257.0,12.16,0.0,-1.63,2.42,8.0,1.6,-3.61,0.0,45.78,20.4,-33.33
291916,2023-11-02 00:00:00+00:00,27.72,29.84,27.25,28.57,1152600,0.0,0.0,0.11,0.13,18.18,,,318000.0,148218436.0,0.13,168400000.0,,,,,150965191.0,0.13,19000000.0,31700000.0,71400000.0,0.0,,,,35000.0,-1674000.0,,40500000.0,,,12400000.0,12400000.0,11600000.0,11600000.0,-100000.0,19000000.0,19000000.0,19100000.0,,,19000000.0,19000000.0,,19100000.0,-800000.0,-800000.0,71400000.0,19000000.0,20400000.0,20100000.0,208900000.0,,-1639000.0,,1400000.0,,,,,19300000.0,,168400000.0,39700000.0,,,,,,,,19000000.0,35000.0,0.0,200000.0,0.01,188800000.0,20100000.0,,-1639000.0,-1639000.0,,208900000.0,RYN,494.0,4559979000.0,516.0,10.17,0.0,16.64,31.34,12.0,27.25,-1.7,0.0,13.06,9.7,
292062,2023-03-21 00:00:00+00:00,2.42,2.42,2.12,2.12,16700,0.0,0.0,-0.32,-0.26,18.24,,,,50528000.0,-0.19,,,,,,50528000.0,-0.19,-9831000.0,-9831000.0,-9828000.0,,,,,,-13000.0,2514000.0,,,,0.0,0.0,400000.0,400000.0,,-9831000.0,-9831000.0,-9831000.0,,,-9831000.0,-9831000.0,,-9831000.0,400000.0,400000.0,-9815000.0,-9818000.0,10218000.0,-10218000.0,0.0,2514000.0,-13000.0,,,,,,,-9831000.0,,,3000.0,,,7704000.0,,,,,2514000.0,,0.0,,0.0,10218000.0,-10218000.0,,-13000.0,-13000.0,,0.0,RZLT,,,,20.4,0.0,,2.42,0.0,2.12,-12.4,0.0,0.0,14.15,-8.02
292095,2023-06-28 00:00:00+00:00,2.33,2.33,1.95,2.0,195100,0.0,0.0,-0.32,-0.26,18.24,,,,51409000.0,-0.3,,,,,,51409000.0,-0.3,-15672000.0,-15672000.0,-15661000.0,,,,,,-14000.0,2911000.0,,,,0.0,0.0,1484000.0,1484000.0,,-15672000.0,-15672000.0,-15672000.0,,,-15672000.0,-15672000.0,,-15672000.0,1484000.0,1484000.0,-15647000.0,-15658000.0,17142000.0,-17142000.0,0.0,2911000.0,-14000.0,,,,,,,-15672000.0,,,11000.0,,,14231000.0,,,,,2911000.0,,0.0,,0.0,17142000.0,-17142000.0,,-14000.0,-14000.0,,0.0,RZLT,32.0,28025348.0,,12.56,0.0,,2.38,6.0,1.75,-24.89,-10.26,2.15,19.0,-7.0
292124,2023-10-18 00:00:00+00:00,1.1,1.1,1.02,1.04,11600,0.0,0.0,-0.36,-0.25,29.78,,,,51409000.0,-0.3,,,,,,51409000.0,-0.3,-12728000.0,-12728000.0,-12719000.0,,,,,,35000.0,3305000.0,,,,0.0,0.0,1475000.0,1475000.0,,-12728000.0,-12728000.0,-12728000.0,,,-12728000.0,-12728000.0,,-12728000.0,1475000.0,1475000.0,-12754000.0,-12763000.0,14238000.0,-14238000.0,0.0,3305000.0,35000.0,,,,,,,-12728000.0,,,9000.0,,,10933000.0,,,,,3305000.0,,0.0,,0.0,14238000.0,-14238000.0,,35000.0,35000.0,,0.0,RZLT,31.0,28025348.0,32.0,12.24,0.0,,1.1,0.0,1.02,-7.45,0.0,0.0,5.77,-22.21
292135,2023-11-13 00:00:00+00:00,0.85,0.88,0.79,0.85,20600,0.0,0.0,-0.28,-0.28,0.88,,,,51409000.0,-0.3,,,,,,51409000.0,-0.3,-12728000.0,-12728000.0,-12719000.0,,,,,,35000.0,3305000.0,,,,0.0,0.0,1475000.0,1475000.0,,-12728000.0,-12728000.0,-12728000.0,,,-12728000.0,-12728000.0,,-12728000.0,1475000.0,1475000.0,-12754000.0,-12763000.0,14238000.0,-14238000.0,0.0,3305000.0,35000.0,,,,,,,-12728000.0,,,9000.0,,,10933000.0,,,,,3305000.0,,0.0,,0.0,14238000.0,-14238000.0,,35000.0,35000.0,,0.0,RZLT,31.0,28025348.0,32.0,11.84,12.0,,0.91,1.0,0.79,-7.06,-0.5,7.06,6.68,
292440,2023-08-03 00:00:00+00:00,4.24,4.9,4.1,4.89,24105100,0.0,0.0,-0.23,-0.17,27.14,,,,332147000.0,-0.39,600649000.0,,,,,332147000.0,-0.39,-129278000.0,-11956000.0,-11956000.0,459000.0,,,,,,,136880000.0,,,106134000.0,106134000.0,,,66000.0,-123931000.0,-129278000.0,-123999000.0,2000.0,,-123931000.0,-123933000.0,,-123997000.0,-106134000.0,-106134000.0,-24499000.0,-133841970.0,179063000.0,-42183000.0,737529000.0,,30227000.0,17225000.0,,-12543000.0,,,5347000.0,-118090000.0,,600649000.0,36888000.0,,,,,,,,179063000.0,12543000.0,2634030.0,5909000.0,0.21,779712000.0,-42183000.0,,12543000.0,12543000.0,,737529000.0,SABR,340.0,1385105660.0,385.0,14.91,-5.56,-0.7,5.76,6.0,4.1,-3.3,0.0,35.97,17.89,9.82
292467,2023-11-02 00:00:00+00:00,4.16,4.46,3.86,4.14,12359700,0.0,0.0,-0.06,-0.06,-6.67,,,,332147000.0,-0.39,600649000.0,,,,,332147000.0,-0.39,-129278000.0,-11956000.0,-11956000.0,459000.0,,,,,,,136880000.0,,,106134000.0,106134000.0,,,66000.0,-123931000.0,-129278000.0,-123999000.0,2000.0,,-123931000.0,-123933000.0,,-123997000.0,-106134000.0,-106134000.0,-24499000.0,-133841970.0,179063000.0,-42183000.0,737529000.0,,30227000.0,17225000.0,,-12543000.0,,,5347000.0,-118090000.0,,600649000.0,36888000.0,,,,,,,,179063000.0,12543000.0,2634030.0,5909000.0,0.21,779712000.0,-42183000.0,,12543000.0,12543000.0,,737529000.0,SABR,340.0,1385105660.0,385.0,18.86,-64.71,-0.7,4.46,0.0,3.86,-7.21,0.0,7.21,7.73,
292477,2023-01-03 00:00:00+00:00,0.66,0.77,0.63,0.65,130400,0.0,0.0,-0.17,-0.11,35.29,,,,43030885.0,-0.16,,,,,,43030885.0,-0.16,-7076068.0,-7005442.0,-6095531.0,,,,,,782962.0,4044046.0,,,,70626.0,70626.0,17385.0,17385.0,,-7076068.0,-7076068.0,-7076068.0,,,-7076068.0,-7076068.0,,-7076068.0,-53241.0,-53241.0,-6878493.0,-7859030.0,7807316.0,-7807316.0,0.0,4044046.0,784489.0,1527.0,-3589708.0,,,,,-7076068.0,,,909911.0,,,7352978.0,,,,,4044046.0,0.0,0.0,0.0,0.0,7807316.0,-7807316.0,,782962.0,782962.0,,0.0,SABS,,,,12.37,0.0,,0.85,7.0,0.59,-11.01,-6.35,28.21,30.77,13.38
292483,2023-01-12 00:00:00+00:00,0.83,0.85,0.74,0.74,51900,0.0,0.0,-0.17,-0.11,35.29,,,,43030885.0,-0.16,,,,,,43030885.0,-0.16,-7076068.0,-7005442.0,-6095531.0,,,,,,782962.0,4044046.0,,,,70626.0,70626.0,17385.0,17385.0,,-7076068.0,-7076068.0,-7076068.0,,,-7076068.0,-7076068.0,,-7076068.0,-53241.0,-53241.0,-6878493.0,-7859030.0,7807316.0,-7807316.0,0.0,4044046.0,784489.0,1527.0,-3589708.0,,,,,-7076068.0,,,909911.0,,,7352978.0,,,,,4044046.0,0.0,0.0,0.0,0.0,7807316.0,-7807316.0,,782962.0,782962.0,,0.0,SABS,,,,12.79,0.0,,0.85,0.0,0.74,-11.22,0.0,2.53,14.86,-5.41
292487,2023-01-20 00:00:00+00:00,0.77,0.77,0.69,0.73,33100,0.0,0.0,-0.17,-0.11,35.29,,,,43030885.0,-0.16,,,,,,43030885.0,-0.16,-7076068.0,-7005442.0,-6095531.0,,,,,,782962.0,4044046.0,,,,70626.0,70626.0,17385.0,17385.0,,-7076068.0,-7076068.0,-7076068.0,,,-7076068.0,-7076068.0,,-7076068.0,-53241.0,-53241.0,-6878493.0,-7859030.0,7807316.0,-7807316.0,0.0,4044046.0,784489.0,1527.0,-3589708.0,,,,,-7076068.0,,,909911.0,,,7352978.0,,,,,4044046.0,0.0,0.0,0.0,0.0,7807316.0,-7807316.0,,782962.0,782962.0,,0.0,SABS,,,,10.24,0.0,,0.77,0.0,0.69,-10.32,0.0,0.0,6.16,-10.96
292508,2023-03-21 00:00:00+00:00,0.6,0.6,0.52,0.52,15200,0.0,0.0,-0.17,-0.11,35.29,,,,43030885.0,-0.16,,,,,,43030885.0,-0.16,-7076068.0,-7005442.0,-6095531.0,,,,,,782962.0,4044046.0,,,,70626.0,70626.0,17385.0,17385.0,,-7076068.0,-7076068.0,-7076068.0,,,-7076068.0,-7076068.0,,-7076068.0,-53241.0,-53241.0,-6878493.0,-7859030.0,7807316.0,-7807316.0,0.0,4044046.0,784489.0,1527.0,-3589708.0,,,,,-7076068.0,,,909911.0,,,7352978.0,,,,,4044046.0,0.0,0.0,0.0,0.0,7807316.0,-7807316.0,,782962.0,782962.0,,0.0,SABS,,,,15.38,0.0,,1.45,19.0,0.37,-39.0,-29.62,141.67,178.85,79.04
292514,2023-04-03 00:00:00+00:00,0.5,0.5,0.44,0.46,76800,0.0,0.0,-0.17,-0.11,35.29,,,,50397054.0,-0.15,,,,,,50397054.0,-0.15,-7353820.0,-7261435.0,-6338266.0,,,,,,82586.0,3447389.0,,,,92385.0,92385.0,57988.0,57988.0,,-7353820.0,-7353820.0,-7353820.0,,,-7353820.0,-7353820.0,,-7353820.0,-34397.0,-34397.0,-6420852.0,-7436406.0,7402009.0,-6820908.0,581101.0,3447389.0,82586.0,1527.0,-581101.0,,,,,-7353820.0,,,923169.0,,,4535721.0,,,,,3447389.0,0.0,0.0,0.0,0.0,7402009.0,-7402009.0,,82586.0,82586.0,,581101.0,SABS,21.0,48133480.0,,13.64,0.0,0.0,1.45,10.0,0.37,-26.8,-16.82,190.0,211.83,87.1
292516,2023-04-13 00:00:00+00:00,0.69,0.82,0.63,0.76,26210000,0.0,0.0,-0.17,-0.11,35.29,,,,50397054.0,-0.15,,,,,,50397054.0,-0.15,-7353820.0,-7261435.0,-6338266.0,,,,,,82586.0,3447389.0,,,,92385.0,92385.0,57988.0,57988.0,,-7353820.0,-7353820.0,-7353820.0,,,-7353820.0,-7353820.0,,-7353820.0,-34397.0,-34397.0,-6420852.0,-7436406.0,7402009.0,-6820908.0,581101.0,3447389.0,82586.0,1527.0,-581101.0,,,,,-7353820.0,,,923169.0,,,4535721.0,,,,,3447389.0,0.0,0.0,0.0,0.0,7402009.0,-7402009.0,,82586.0,82586.0,,581101.0,SABS,21.0,48133480.0,,81.58,0.0,0.0,1.45,3.0,0.6,-13.04,-4.76,110.14,91.04,22.0
292517,2023-04-18 00:00:00+00:00,0.88,1.45,0.86,1.09,37129200,0.0,0.0,-0.17,-0.11,35.29,,,,50397054.0,-0.15,,,,,,50397054.0,-0.15,-7353820.0,-7261435.0,-6338266.0,,,,,,82586.0,3447389.0,,,,92385.0,92385.0,57988.0,57988.0,,-7353820.0,-7353820.0,-7353820.0,,,-7353820.0,-7353820.0,,-7353820.0,-34397.0,-34397.0,-6420852.0,-7436406.0,7402009.0,-6820908.0,581101.0,3447389.0,82586.0,1527.0,-581101.0,,,,,-7353820.0,,,923169.0,,,4535721.0,,,,,3447389.0,0.0,0.0,0.0,0.0,7402009.0,-7402009.0,,82586.0,82586.0,,581101.0,SABS,21.0,48133480.0,,14.29,0.0,0.0,1.45,0.0,0.86,-2.27,0.0,64.77,33.03,-21.93
292523,2023-05-04 00:00:00+00:00,0.97,1.19,0.82,0.9,9132900,0.0,0.0,-0.17,-0.11,35.29,,,,50397054.0,-0.15,,,,,,50397054.0,-0.15,-7353820.0,-7261435.0,-6338266.0,,,,,,82586.0,3447389.0,,,,92385.0,92385.0,57988.0,57988.0,,-7353820.0,-7353820.0,-7353820.0,,,-7353820.0,-7353820.0,,-7353820.0,-34397.0,-34397.0,-6420852.0,-7436406.0,7402009.0,-6820908.0,581101.0,3447389.0,82586.0,1527.0,-581101.0,,,,,-7353820.0,,,923169.0,,,4535721.0,,,,,3447389.0,0.0,0.0,0.0,0.0,7402009.0,-7402009.0,,82586.0,82586.0,,581101.0,SABS,21.0,48133480.0,,11.49,0.0,0.0,1.19,0.0,0.82,-15.46,0.0,22.68,32.22,4.44
292564,2023-09-29 00:00:00+00:00,0.6,0.64,0.56,0.63,27800,0.0,0.0,-0.14,-0.14,3.45,,,,50421262.0,-0.14,,,,,,50421262.0,-0.14,-6880886.0,-6805566.0,-5913300.0,,,,,,-357516.0,2900006.0,,,,75320.0,75320.0,28568.0,28568.0,,-6880886.0,-6880886.0,-6880886.0,,,-6880886.0,-6880886.0,,-6880886.0,-46752.0,-46752.0,-5555784.0,-6523370.0,6476618.0,-6476618.0,0.0,2900006.0,-357516.0,1527.0,-85518.0,,,,,-6880886.0,,,892266.0,,,3662130.0,,,,,2900006.0,0.0,0.0,0.0,0.0,6476618.0,-6476618.0,,-357516.0,-357516.0,,0.0,SABS,16.0,48133480.0,21.0,14.29,0.0,-100.0,0.99,17.0,0.56,-6.67,0.0,65.0,57.14,59.52
292571,2023-10-19 00:00:00+00:00,0.69,0.8,0.69,0.8,143000,0.0,0.0,-0.14,-0.14,3.45,,,,50421262.0,-0.14,,,,,,50421262.0,-0.14,-6880886.0,-6805566.0,-5913300.0,,,,,,-357516.0,2900006.0,,,,75320.0,75320.0,28568.0,28568.0,,-6880886.0,-6880886.0,-6880886.0,,,-6880886.0,-6880886.0,,-6880886.0,-46752.0,-46752.0,-5555784.0,-6523370.0,6476618.0,-6476618.0,0.0,2900006.0,-357516.0,1527.0,-85518.0,,,,,-6880886.0,,,892266.0,,,3662130.0,,,,,2900006.0,0.0,0.0,0.0,0.0,6476618.0,-6476618.0,,-357516.0,-357516.0,,0.0,SABS,16.0,48133480.0,21.0,11.11,0.0,-100.0,1.05,7.0,0.69,0.0,0.0,52.17,31.58,6.39
293043,2023-03-30 00:00:00+00:00,10.65,10.8,9.73,9.73,1120,0.0,0.0,-0.27,-0.22,18.52,,,,524940.0,-4.39,79713.0,,26857.0,26857.0,,524940.0,-4.39,-2306528.0,-2290330.0,-2263473.0,,,,,,-6184.0,1939717.0,108532.0,,,1978.0,1978.0,278.0,278.0,,-2292308.0,-2306528.0,-2292308.0,,,-2292308.0,-2292308.0,,-2292308.0,-1700.0,-1700.0,-2257289.0,-2286124.0,2392956.0,-2284424.0,188245.0,436494.0,-6184.0,,227305.0,,,,14220.0,-2292308.0,,79713.0,26857.0,,,152245.0,,1503223.0,,46832.0,1986549.0,,0.0,0.0,0.0,2472669.0,-2284424.0,,-6184.0,-6184.0,,188245.0,SASI,,,,14.49,0.0,,10.8,0.0,9.73,-8.58,0.0,1.41,10.93,-15.76
293072,2023-07-10 00:00:00+00:00,7.81,7.81,7.12,7.14,1305,0.0,0.0,-0.18,-0.17,5.56,,,,538635.0,-2.4,36491.0,,21470.0,21470.0,,538635.0,-2.4,-1318782.0,-1304859.0,-1283389.0,,,,,,-849.0,938886.0,60552.0,,,3235.0,3235.0,9.0,9.0,,-1308094.0,-1318782.0,-1308094.0,,,-1308094.0,-1308094.0,,-1308094.0,-3226.0,-3226.0,-1282540.0,-1307245.0,1364571.0,-1304019.0,97043.0,246215.0,-849.0,35680.0,241132.0,,,,10688.0,-1308094.0,,36491.0,21470.0,,,105259.0,,692671.0,,57824.0,996710.0,,0.0,0.0,0.0,1401062.0,-1304019.0,,-849.0,-849.0,,97043.0,SASI,7.0,1625260.0,9.0,12.37,0.0,-25.44,9.4,4.0,6.82,-12.65,-4.19,20.33,31.62,-32.69
293086,2023-09-07 00:00:00+00:00,7.57,8.38,5.05,5.4,1743980,0.0,0.0,-0.09,-0.12,-33.33,,,,538635.0,-2.4,36491.0,,21470.0,21470.0,,538635.0,-2.4,-1318782.0,-1304859.0,-1283389.0,,,,,,-849.0,938886.0,60552.0,,,3235.0,3235.0,9.0,9.0,,-1308094.0,-1318782.0,-1308094.0,,,-1308094.0,-1308094.0,,-1308094.0,-3226.0,-3226.0,-1282540.0,-1307245.0,1364571.0,-1304019.0,97043.0,246215.0,-849.0,35680.0,241132.0,,,,10688.0,-1308094.0,,36491.0,21470.0,,,105259.0,,692671.0,,57824.0,996710.0,,0.0,0.0,0.0,1401062.0,-1304019.0,,-849.0,-849.0,,97043.0,SASI,7.0,1625260.0,9.0,72.94,0.0,-25.44,8.38,0.0,5.05,-33.25,0.0,10.76,55.22,-48.15
293088,2023-09-13 00:00:00+00:00,4.0,4.0,3.48,3.74,18155,0.0,0.0,-0.09,-0.12,-33.33,,,,538635.0,-2.4,36491.0,,21470.0,21470.0,,538635.0,-2.4,-1318782.0,-1304859.0,-1283389.0,,,,,,-849.0,938886.0,60552.0,,,3235.0,3235.0,9.0,9.0,,-1308094.0,-1318782.0,-1308094.0,,,-1308094.0,-1308094.0,,-1308094.0,-3226.0,-3226.0,-1282540.0,-1307245.0,1364571.0,-1304019.0,97043.0,246215.0,-849.0,35680.0,241132.0,,,,10688.0,-1308094.0,,36491.0,21470.0,,,105259.0,,692671.0,,57824.0,996710.0,,0.0,0.0,0.0,1401062.0,-1304019.0,,-849.0,-849.0,,97043.0,SASI,7.0,1625260.0,9.0,13.44,0.0,-25.44,4.6,6.0,3.44,-14.0,-1.15,15.0,22.99,-35.29
293096,2023-10-13 00:00:00+00:00,6.2,8.0,5.0,5.94,45123300,0.0,0.0,-0.09,-0.12,-33.33,,,,538635.0,-2.4,36491.0,,21470.0,21470.0,,538635.0,-2.4,-1318782.0,-1304859.0,-1283389.0,,,,,,-849.0,938886.0,60552.0,,,3235.0,3235.0,9.0,9.0,,-1308094.0,-1318782.0,-1308094.0,,,-1308094.0,-1308094.0,,-1308094.0,-3226.0,-3226.0,-1282540.0,-1307245.0,1364571.0,-1304019.0,97043.0,246215.0,-849.0,35680.0,241132.0,,,,10688.0,-1308094.0,,36491.0,21470.0,,,105259.0,,692671.0,,57824.0,996710.0,,0.0,0.0,0.0,1401062.0,-1304019.0,,-849.0,-849.0,,97043.0,SASI,7.0,1625260.0,9.0,156.2,0.0,-25.44,8.0,0.0,5.0,-19.35,0.0,29.03,34.68,-26.77
293772,2023-03-14 00:00:00+00:00,23.63,26.18,23.26,24.16,2038600,0.17,0.0,0.15,0.34,132.88,1446000.0,1446000.0,,61442000.0,0.48,,,1446000.0,1446000.0,,61961000.0,0.47,29237000.0,,,,,,,,-362000.0,33254000.0,,,760000.0,3120000.0,,91109000.0,,,29237000.0,29237000.0,29237000.0,,,29237000.0,29237000.0,,29237000.0,87989000.0,,,29237000.0,,,104387000.0,6366000.0,,,,,,,,38352000.0,,,1446000.0,,,,,32494000.0,,1461000.0,34715000.0,,0.0,9115000.0,0.24,,,,,,,104387000.0,SBCF,,,,13.53,0.0,,26.36,5.0,22.85,-3.29,-1.74,11.54,9.09,-6.6
293983,2023-11-17 00:00:00+00:00,0.55,0.55,0.49,0.5,118700,0.0,0.0,-0.11,-0.13,-18.18,,,,42058047.0,-0.13,3417868.0,,,,,42058047.0,-0.13,-5610249.0,-4310614.0,-4173542.0,,,,,,,4924766.0,1777083.0,,,1299635.0,1299635.0,1320.0,1320.0,,-5610249.0,-5610249.0,-5610249.0,0.0,,-5610249.0,-5610249.0,,-5610249.0,-1298315.0,-1298315.0,-4173542.0,-5610249.0,5998432.0,-4221349.0,5194951.0,2919533.0,-90585.0,-90585.0,331297.0,,,,,-5610249.0,,3417868.0,137072.0,,,,,2005233.0,,742369.0,5667135.0,0.0,0.0,0.0,0.0,9416300.0,-4221349.0,,0.0,0.0,,5194951.0,SBEV,17.0,25686000.0,13.0,18.57,0.0,-10.78,0.71,4.0,0.49,-10.75,0.0,29.33,42.0,
