,date,open,high,low,close,volume,dividends,splits,eps_estimate,reported_eps,surprise_pct,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepletionIncomeStatement,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,ExciseTaxes,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InsuranceAndClaims,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeFromTaxLossCarryforward,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherTaxes,OtherunderPreferredStockDividend,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SecuritiesAmortization,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,total_revenue,symbol,numberOfFunds,marketCapitalizationPrimary,numberOfFunds_prev,gap,earnings_acceleration,sales_acceleration,highest_1,highest_1_index,lowest_1,drawdown_open_1,drawdown_low_1,maxrunup_open_1,maxrunup_close_1,win1
189003,2023-11-03 00:00:00+00:00,15.41,16.82,15.17,16.04,1429300,0.0,0.0,0.28,0.31,10.71,,,,91400000.0,0.15,99300000.0,,,,,91800000.0,0.15,13600000.0,18200000.0,29300000.0,,,,,,,,73700000.0,0.0,,800000.0,800000.0,,,,13600000.0,13600000.0,13600000.0,0.0,,13600000.0,13600000.0,,13600000.0,-800000.0,-800000.0,29900000.0,14069200.0,56200000.0,17500000.0,173000000.0,,700000.0,1300000.0,,,,,,17400000.0,,99300000.0,11100000.0,,,19700000.0,600000.0,,,,36500000.0,-600000.0,-130800.0,3800000.0,0.22,155500000.0,16900000.0,,-600000.0,-600000.0,0.0,173000000.0,KN,432.0,1444112000.0,428.0,14.06,0.0,19.89,16.82,0.0,15.17,-1.56,0.0,9.15,4.86,
189251,2023-07-25 00:00:00+00:00,16.84,20.0,16.01,19.48,4567500,0.0,0.0,-0.17,0.21,225.37,,,,69918287.0,0.21,21685000.0,,,,,71634729.0,0.21,14972000.0,-3154000.0,-3154000.0,,,,,,,,49788000.0,,,,,322000.0,322000.0,,14972000.0,14972000.0,14972000.0,,,14972000.0,14972000.0,,14972000.0,322000.0,322000.0,-3154000.0,14972000.0,52942000.0,-3154000.0,71473000.0,,1915000.0,1915000.0,8288000.0,,,,,-1239000.0,,21685000.0,602000.0,,,23767000.0,,,,,29175000.0,,0.0,-16211000.0,0.21,74627000.0,-3154000.0,,,,,71473000.0,KNSA,300.0,1104306560.0,307.0,12.72,-216.67,47.84,20.65,1.0,16.01,-4.93,0.0,22.62,6.01,-7.39
189530,2023-11-15 00:00:00+00:00,2.16,2.67,2.04,2.5,62393200,0.0,0.0,-0.67,-0.65,3.7,,,,46655966.0,-0.68,,,,,,46655966.0,-0.68,-31918000.0,-34135000.0,-33934000.0,,,,,,,7808000.0,,,,,,,,0.0,-31918000.0,-31918000.0,-31918000.0,,,-31918000.0,-31918000.0,,-31918000.0,,,-33934000.0,-31918000.0,34135000.0,-34135000.0,0.0,7808000.0,2217000.0,2217000.0,,,,,,-31918000.0,,,201000.0,,,26327000.0,,,,,7808000.0,,0.0,,0.0,34135000.0,-34135000.0,,,,,0.0,KNTE,87.0,102233040.0,169.0,37.58,0.0,,2.67,0.0,2.04,-5.56,0.0,23.61,6.8,
189702,2023-06-07 00:00:00+00:00,1.44,1.48,1.25,1.26,113500,0.0,0.0,-0.02,-0.07,-250.0,,,,48207937.0,-0.1,0.0,,,,,48207937.0,-0.1,-4930202.0,-4806127.0,-4704193.0,,,,,,,,0.0,,,124075.0,124075.0,,,,-4930202.0,-4930202.0,-4930202.0,,,-4930202.0,-4930202.0,,-4930202.0,-124075.0,-124075.0,-4704193.0,-4930202.0,4806127.0,-4806127.0,0.0,,259701.0,259701.0,,,,,,-4930202.0,,0.0,101934.0,,,2563469.0,,,,,2242658.0,,0.0,0.0,0.0,4806127.0,-4806127.0,,,,,0.0,KNW,8.0,34192330.0,,10.77,0.0,,1.48,0.0,1.25,-13.19,0.0,2.78,17.46,-14.29
189751,2023-11-20 00:00:00+00:00,0.45,0.45,0.42,0.44,99200,0.0,0.0,-0.03,-0.18,-500.0,,,,48928911.0,-0.18,0.0,,,,,48928911.0,-0.18,-8564651.0,-3239301.0,-3184854.0,,,,,,,,0.0,,,124075.0,124075.0,,,,-3599927.0,-8564651.0,-3599927.0,,,-3599927.0,-3599927.0,,-3599927.0,23511.0,23511.0,-3184854.0,-3599927.0,3239301.0,-3239301.0,0.0,,-384137.0,-384137.0,,,,,4964724.0,-3599927.0,,0.0,54447.0,,,1879519.0,,,,,1359782.0,,0.0,0.0,0.0,3239301.0,-3239301.0,-23511.0,,,,0.0,KNW,10.0,34192330.0,8.0,12.5,0.0,,0.46,1.0,0.39,-13.33,-7.14,2.22,4.55,
189840,2023-10-20 00:00:00+00:00,52.0,52.68,50.08,51.27,8695000,0.0,0.0,0.36,0.41,14.31,,,,161116000.0,0.39,1081835000.0,,,,,161940000.0,0.39,63326000.0,109217000.0,109217000.0,,,,,,,143490000.0,471144000.0,0.0,137306000.0,24354000.0,24354000.0,5508000.0,5508000.0,422000.0,63326000.0,63326000.0,62904000.0,,,63326000.0,63326000.0,,62904000.0,-18846000.0,-18846000.0,109217000.0,63326000.0,377114000.0,94030000.0,1552979000.0,6184000.0,9679000.0,9679000.0,205292000.0,,28332000.0,,,84863000.0,,1081835000.0,172886000.0,,16073000.0,,,,,,143490000.0,0.0,0.0,21959000.0,0.26,1458949000.0,94030000.0,,0.0,0.0,,1552979000.0,KNX,1253.0,8410552320.0,1279.0,13.34,0.0,-5.13,54.72,18.0,47.7,-8.27,-4.75,5.23,6.73,-0.41
190218,2023-02-07 00:00:00+00:00,1.26,1.48,1.16,1.2,3949800,0.0,0.0,-0.21,0.28,233.33,,,,41419052.0,0.05,35541000.0,,,,,41419052.0,0.05,1743000.0,-2129000.0,-2129000.0,-69000.0,,,0.0,,449000.0,16559000.0,59067000.0,,,,,,,-746000.0,1743000.0,1743000.0,2489000.0,,,1743000.0,1743000.0,,2489000.0,,,-2578000.0,1322073.07,61196000.0,-2129000.0,94608000.0,16559000.0,4784000.0,4404000.0,-916000.0,,,,,2655000.0,,35541000.0,,,,13385000.0,,,,32168000.0,48727000.0,0.0,28073.07,166000.0,0.06,96737000.0,-3045000.0,,449000.0,449000.0,,94608000.0,KRKR,,,,11.5,0.0,,1.48,0.0,1.16,-7.94,0.0,17.46,23.33,-8.33
190720,2023-01-09 00:00:00+00:00,2.18,2.19,1.94,1.98,1639900,0.0,0.0,-0.65,-0.57,12.58,,,,56318571.0,-0.57,,,,,,56318571.0,-0.57,-32256000.0,-33538000.0,-33538000.0,,,,,,,10135000.0,,,,,,1282000.0,1282000.0,,-32256000.0,-32256000.0,-32256000.0,,,-32256000.0,-32256000.0,,-32256000.0,1282000.0,1282000.0,-33538000.0,-32256000.0,33538000.0,-33538000.0,0.0,10135000.0,,,,,,,,-32256000.0,,,571000.0,,,23403000.0,,,,,10135000.0,,0.0,,0.0,33538000.0,-33538000.0,,,,,0.0,KRON,,,,26.74,0.0,,2.84,4.0,1.94,-11.01,0.0,30.28,43.43,14.65
190826,2023-11-20 00:00:00+00:00,1.28,1.33,1.2,1.2,960500,0.0,0.0,-0.51,-0.54,-5.37,,,,57397931.0,-0.52,,,,,,57397931.0,-0.52,-29741000.0,-32168000.0,-31589000.0,,,,,,,11359000.0,,,,,,2427000.0,2427000.0,,-29741000.0,-29741000.0,-29741000.0,,,-29741000.0,-29741000.0,,-29741000.0,2427000.0,2427000.0,-31589000.0,-29741000.0,34032000.0,-32168000.0,1864000.0,11359000.0,,,,,,,,-29741000.0,,,579000.0,,,22673000.0,,,,,11359000.0,,0.0,,0.0,34032000.0,-32168000.0,,,,,1864000.0,KRON,75.0,71728680.0,146.0,15.32,0.0,52.66,1.34,4.0,1.15,-10.16,-4.17,4.69,11.67,
191604,2023-05-24 00:00:00+00:00,22.32,22.94,20.15,20.72,32061500,0.0,0.0,-0.42,0.13,130.95,,,,110000000.0,-2.49,4444000000.0,,200000000.0,200000000.0,,110000000.0,-2.49,-273000000.0,-302000000.0,-102000000.0,,,,,,,,1575000000.0,,,78000000.0,78000000.0,,,,-273000000.0,-273000000.0,-273000000.0,,,-273000000.0,-273000000.0,,-273000000.0,-78000000.0,-78000000.0,-102000000.0,-273000000.0,1877000000.0,-302000000.0,5775000000.0,,,,,,,,,-380000000.0,,4444000000.0,200000000.0,,,,,,,,1677000000.0,0.0,0.0,-107000000.0,0.28,6321000000.0,-302000000.0,,0.0,0.0,,6019000000.0,KSS,583.0,2604488700.0,,15.83,-105.22,40.73,24.47,15.0,17.89,-19.85,-11.22,9.63,18.1,5.55
191682,2023-02-28 00:00:00+00:00,48.96,52.97,48.39,52.15,2086800,0.0,0.0,0.67,0.88,31.59,,,,55428000.0,0.92,342460000.0,,,,,56550000.0,0.9,51083000.0,73110000.0,82116000.0,,,,,,,,264061000.0,,,8858000.0,8858000.0,263000.0,263000.0,,51083000.0,51083000.0,51083000.0,,,51083000.0,51083000.0,,51083000.0,-8595000.0,-8595000.0,82116000.0,51083000.0,188995000.0,75066000.0,606521000.0,,-2219000.0,-2219000.0,,,,,,64252000.0,,342460000.0,9006000.0,,,,,,,,188995000.0,,0.0,13169000.0,0.2,531455000.0,75066000.0,,,,,606521000.0,KTB,,,,12.55,-20.72,,53.83,1.0,48.39,-1.16,0.0,9.95,3.22,-9.55
191945,2023-06-29 00:00:00+00:00,3.38,5.0,3.07,4.21,7662900,0.0,0.0,-0.19,-1.94,-921.05,,,,1681000.0,-1.94,,,,,,1681000.0,-1.94,-3266000.0,-3302000.0,-3287000.0,,,,,,-1000.0,1297000.0,,,,,,,,,-3264000.0,-3266000.0,-3264000.0,,,-3264000.0,-3264000.0,,-3264000.0,39000.0,39000.0,-3286000.0,-3263000.0,3302000.0,-3302000.0,0.0,1297000.0,-1000.0,,,,,,2000.0,-3264000.0,,,15000.0,,,2005000.0,,,,,1297000.0,,0.0,,0.0,3302000.0,,-39000.0,-1000.0,-1000.0,,0.0,KTRA,7.0,655273.8,,13.04,0.0,,5.6,4.0,3.07,-9.17,0.0,65.68,33.02,5.7
191996,2023-11-15 00:00:00+00:00,0.41,0.41,0.32,0.35,5542600,0.0,0.0,-1.05,-1.95,-84.83,,,,1681000.0,-1.94,,,,,,1681000.0,-1.94,-3337000.0,-3349000.0,-3334000.0,,,,,,0.0,1273000.0,,,,,,,,,-3335000.0,-3337000.0,-3335000.0,,,-3335000.0,-3335000.0,,-3335000.0,14000.0,14000.0,-3334000.0,-3335000.0,3349000.0,-3349000.0,0.0,1273000.0,0.0,,,,,,2000.0,-3335000.0,,,15000.0,,,2076000.0,,,,,1273000.0,,0.0,,0.0,3349000.0,,-14000.0,0.0,0.0,,0.0,KTRA,6.0,655273.8,7.0,12.15,0.0,,0.5,9.0,0.31,-22.41,-1.56,22.19,41.34,
192039,2023-06-05 00:00:00+00:00,0.56,0.64,0.47,0.5,1320800,0.0,0.0,-0.02,-0.07,-250.0,,,,26073036.0,-0.14,86465.0,,,,,26073036.0,-0.14,-3537679.0,-3259422.0,-3097702.0,,,,,,-46870.0,,132143.0,,,6388.0,6388.0,,,,-3537679.0,-3537679.0,-3265810.0,-271869.0,,-3537679.0,-3265810.0,,-3537679.0,-6388.0,-6388.0,-3050832.0,-3218940.0,3212552.0,-3212552.0,0.0,,-46870.0,,,,,,,-3265810.0,,86465.0,161720.0,,,1096286.0,,,,,2116266.0,,0.0,0.0,0.0,3212552.0,-3212552.0,,-46870.0,-46870.0,,0.0,KTTA,7.0,8679476.0,,40.0,0.0,-100.0,0.64,0.0,0.47,-15.36,0.0,14.46,28.2,2.0
192052,2023-07-20 00:00:00+00:00,0.55,0.64,0.53,0.59,5243300,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,16.77,0.0,-100.0,0.64,0.0,0.53,-3.64,0.0,15.82,7.42,0.34
192067,2023-09-20 00:00:00+00:00,0.5,0.5,0.45,0.47,8800,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,12.47,0.0,-100.0,0.5,3.0,0.44,-10.89,-2.21,0.81,6.16,-0.21
192068,2023-09-25 00:00:00+00:00,0.5,0.5,0.44,0.44,12000,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,13.12,0.0,-100.0,0.5,0.0,0.44,-11.6,0.0,0.0,12.87,-7.45
192072,2023-10-12 00:00:00+00:00,0.46,0.46,0.42,0.43,31300,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,11.41,0.0,-100.0,0.47,2.0,0.41,-10.24,-1.2,2.4,8.55,-14.32
192080,2023-11-08 00:00:00+00:00,0.41,0.41,0.38,0.38,4000,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,14.57,0.0,-100.0,0.41,0.0,0.38,-8.31,0.0,0.0,9.07,
192083,2023-11-27 00:00:00+00:00,0.37,0.37,0.3,0.35,28700,0.0,0.0,-0.02,-0.07,-250.0,,,,26128022.0,-0.15,86465.0,,,,,26128022.0,-0.15,-3763230.0,-3828701.0,-3666444.0,,,,,,113426.0,,132143.0,,,6388.0,6388.0,117191.0,117191.0,,-3763230.0,-3763230.0,-3598084.0,-165146.0,,-3763230.0,-3598084.0,,-3763230.0,117191.0,117191.0,-3779870.0,-3711510.0,3828701.0,-3828701.0,0.0,,113426.0,,,,,,,-3598084.0,,86465.0,162257.0,,,2028165.0,,,,,1800536.0,,0.0,0.0,0.0,3828701.0,-3828701.0,,113426.0,113426.0,,0.0,KTTA,5.0,8679476.0,7.0,19.74,0.0,-100.0,0.39,2.0,0.3,-18.65,0.0,5.41,12.72,
192168,2023-11-15 00:00:00+00:00,0.33,0.36,0.3,0.35,1050400,0.0,0.0,-0.05,-0.05,6.24,,,,115380700.0,-0.05,1693318.0,,,,,115380700.0,-0.05,-6334992.0,-5923328.0,-5311431.0,,,,,,,,1002188.0,,,411664.0,411664.0,,,,-6334992.0,-6334992.0,-6334992.0,,,-6334992.0,-6334992.0,,-6334992.0,-411664.0,-411664.0,-5311431.0,-6334992.0,6999595.0,-5997407.0,2695506.0,,74079.0,74079.0,,8508.0,,,,-6334992.0,,1693318.0,611897.0,,,1408079.0,,,,,5591516.0,-8508.0,0.0,,0.0,8692913.0,-5997407.0,,-8508.0,-8508.0,,2695506.0,KULR,17.0,43434464.0,22.0,10.0,0.0,53.17,0.38,8.0,0.28,-15.15,-6.67,15.15,8.57,
192482,2023-01-04 00:00:00+00:00,2.88,2.98,2.51,2.91,112200,0.0,0.0,-2.8,-3.5,-25.0,,,,766008.0,-3.09,130894.0,,,,,766008.0,-3.09,-2386813.0,-2232074.0,-2130891.0,,,,,0.0,6178.0,1504376.0,124477.0,,,204181.0,204181.0,2477.0,2477.0,,-2386813.0,-2386813.0,-2386813.0,,,-2386813.0,-2386813.0,,-2386813.0,-201704.0,-201704.0,-2095200.0,-2351122.0,2323337.0,-2198860.0,255371.0,1504376.0,-35691.0,,,,,,,-2436255.0,,130894.0,101183.0,,,454048.0,,,,364913.0,1869289.0,-41869.0,0.0,,0.0,2454231.0,-2198860.0,,-35691.0,-35691.0,,255371.0,KWE,,,,14.74,0.0,,3.28,8.0,2.51,-12.85,0.0,13.89,12.71,-1.55
192508,2023-03-21 00:00:00+00:00,2.7,2.7,2.12,2.23,78000,0.0,0.0,-2.1,-2.51,-19.52,,,,766008.0,-3.09,130894.0,,,,,766008.0,-3.09,-2386813.0,-2232074.0,-2130891.0,,,,,0.0,6178.0,1504376.0,124477.0,,,204181.0,204181.0,2477.0,2477.0,,-2386813.0,-2386813.0,-2386813.0,,,-2386813.0,-2386813.0,,-2386813.0,-201704.0,-201704.0,-2095200.0,-2351122.0,2323337.0,-2198860.0,255371.0,1504376.0,-35691.0,,,,,,,-2436255.0,,130894.0,101183.0,,,454048.0,,,,364913.0,1869289.0,-41869.0,0.0,,0.0,2454231.0,-2198860.0,,-35691.0,-35691.0,,255371.0,KWE,,,,22.73,0.0,,3.52,18.0,2.08,-22.96,-1.89,30.37,57.85,10.76
192509,2023-03-22 00:00:00+00:00,2.56,2.56,2.12,2.45,140500,0.0,0.0,-2.1,-2.51,-19.52,,,,766008.0,-3.09,130894.0,,,,,766008.0,-3.09,-2386813.0,-2232074.0,-2130891.0,,,,,0.0,6178.0,1504376.0,124477.0,,,204181.0,204181.0,2477.0,2477.0,,-2386813.0,-2386813.0,-2386813.0,,,-2386813.0,-2386813.0,,-2386813.0,-201704.0,-201704.0,-2095200.0,-2351122.0,2323337.0,-2198860.0,255371.0,1504376.0,-35691.0,,,,,,,-2436255.0,,130894.0,101183.0,,,454048.0,,,,364913.0,1869289.0,-41869.0,0.0,,0.0,2454231.0,-2198860.0,,-35691.0,-35691.0,,255371.0,KWE,,,,14.8,0.0,,3.52,17.0,2.08,-18.75,-1.65,37.5,43.67,0.82
192514,2023-04-11 00:00:00+00:00,2.56,2.56,2.16,2.39,21900,0.0,0.0,-2.1,-2.51,-19.52,,,,4271594.0,-0.29,128634.0,,,,,4271594.0,-0.29,-1227069.0,-1178111.0,-940544.0,,,,,0.0,1819288.0,1665971.0,32769.0,,,48958.0,48958.0,37851.0,37851.0,,-1227069.0,-1227069.0,-1227069.0,,,-1227069.0,-1227069.0,,-1227069.0,-11107.0,-11107.0,-2759832.0,-3046357.0,3125567.0,-3092798.0,161403.0,1665971.0,1876836.0,57548.0,,,,,,-1227069.0,,128634.0,237567.0,,,306680.0,,,,1152916.0,2818887.0,0.0,0.0,,0.0,3254201.0,-3092798.0,,1819288.0,1819288.0,,161403.0,KWE,0.0,4440660.0,,11.3,0.0,-36.8,3.52,4.0,2.08,-18.75,-3.7,37.5,47.28,19.25
192522,2023-05-02 00:00:00+00:00,2.7,2.9,2.33,2.75,993100,0.0,0.0,-2.1,-2.51,-19.52,,,,4271594.0,-0.29,128634.0,,,,,4271594.0,-0.29,-1227069.0,-1178111.0,-940544.0,,,,,0.0,1819288.0,1665971.0,32769.0,,,48958.0,48958.0,37851.0,37851.0,,-1227069.0,-1227069.0,-1227069.0,,,-1227069.0,-1227069.0,,-1227069.0,-11107.0,-11107.0,-2759832.0,-3046357.0,3125567.0,-3092798.0,161403.0,1665971.0,1876836.0,57548.0,,,,,,-1227069.0,,128634.0,237567.0,,,306680.0,,,,1152916.0,2818887.0,0.0,0.0,,0.0,3254201.0,-3092798.0,,1819288.0,1819288.0,,161403.0,KWE,0.0,4440660.0,,11.11,0.0,-36.8,3.33,3.0,2.33,-13.7,0.0,23.33,21.09,13.09
192565,2023-09-26 00:00:00+00:00,1.65,1.65,1.42,1.52,1500,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,10.6,0.0,-6.9,1.92,11.0,1.42,-13.83,0.0,16.5,26.32,-9.21
192567,2023-09-29 00:00:00+00:00,1.71,1.74,1.5,1.55,31400,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,13.25,0.0,-6.9,1.92,8.0,1.5,-12.28,0.0,12.28,23.87,-6.45
192570,2023-10-04 00:00:00+00:00,1.82,1.84,1.51,1.56,27300,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,13.04,0.0,-6.9,1.92,5.0,1.51,-17.03,0.0,5.49,23.47,-9.32
192573,2023-10-11 00:00:00+00:00,1.92,1.92,1.76,1.84,20500,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,10.98,0.0,-6.9,1.92,0.0,1.76,-8.33,0.0,0.0,4.63,-47.14
192586,2023-11-07 00:00:00+00:00,1.44,1.44,1.08,1.15,122900,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,12.5,0.0,-6.9,1.44,0.0,1.08,-25.35,0.0,0.0,25.22,
192589,2023-11-10 00:00:00+00:00,1.1,1.1,0.98,1.04,37600,0.0,0.0,-2.1,-2.51,-19.52,,,,4272663.0,-0.81,113471.0,,,,,4272663.0,-0.81,-3452025.0,-3403122.0,-3117366.0,,,,,0.0,-457372.0,1802054.0,36798.0,,,48903.0,48903.0,8077.0,8077.0,,-3452025.0,-3452025.0,-3452025.0,,,-3452025.0,-3452025.0,,-3452025.0,-40826.0,-40826.0,-2659994.0,-2994653.0,2990625.0,-2953827.0,150269.0,1802054.0,-457372.0,57548.0,,,,,,-3452025.0,,113471.0,285756.0,,,457028.0,0.0,,,731543.0,2533597.0,0.0,0.0,,0.0,3104096.0,-2953827.0,,-457372.0,-457372.0,,150269.0,KWE,0.0,4440660.0,0.0,13.4,0.0,-6.9,1.19,3.0,0.86,-22.27,-12.58,8.18,14.42,
